,doc_id,review_text,total_sentiment
114,115,"Will def light up your bedroom!!It fits me fine and is made out of excellent material!!Nice! A great product, could def see buying another in a diff. color in the near future.",18.0
115,116,Fan-Freaking-Tastic  My girl got me this and I laughed and now I'm serious with a beard. I can not vouch for this enough as I have not been able to grow a connecting beard since forever. I'm 32 and I should be able to have a beard and now I do. GREAT GREAT GREAT Product.,13.0
116,117,"I have been taking this product along with other vitamins and I have noticed some difference in my energy. I have also lost a couple of pounds, but I have begun exercising as well.",5.0
117,118,"I'm enjoying my very first Perlier purchase! It's working well and the 99% Shea will last me a long time. I just scrape a little off, let it melt in my hands, and smooth over dry elbows and heals. It doesn't quite last a full day for me, but close!",12.0
118,119,"There's a lot of mixed reviews...I just want to start by saying each diaper is going to work differently on each baby! They're not all shaped the same, they don't all go to the bathroom the same. It takes patience to find the right diaper for your baby. Just because my friend prefers swaddlers doesn't mean I do too. The Pampers Baby Dry is a good fit for my child. She's pretty small and long. I've noticed my friends with fuller, thicker babies don't have as much good luck. But for me, this is a great, thin, super-absorbant diaper that works well. The price is a great value as well.Be aware though, no diaper will elimnate diaper rash! Despite how absorbant your diaper choice is, your baby will still at some point have diaper rash. My best luck has been butt paste diaper cream ([[ASIN:B00BMIVQ3E All Natural Boudreaux's Butt Paste + FREE Baby Ganics Thick N' Kleen (Fragrance Free) Baby Wipes]]) because it seals up the sensitive skin and I can still re-diaper my girl right away without a lot of fuss. With diaper rash and rash cream, make sure the diaper doesn't rub anywhere to hard and that they've got some flexibility. The Baby Dry leaves plenty of room for my baby.",41.0
119,120,no good looms. at least they're cheap dint wreck my budget. but now i have to buy another pack for my niece. I'll just be getting from the store nearby,10.0
120,121,This is a great tackle box for small scale freshwater fishing because of its size. The tackle that comes with this box is very minimal so you will need to purchase a lot of other tackle. Overall this is a great box for the price.,10.0
121,122,"Good product, especially for the price. I can hear and be heard clearly on the headset.Love this Bluetooth. Can't really tell that you're wearing it and the clarity is great",11.0
122,123,Got the walker for my father who is 85 and needs help getting around. It helps with the walking and standing more upright.. Great walker at a great price.,13.0
123,124,I am adding this to my tattoo aftercare. If it promotes healing from within then I don't see anything wrong with that.,8.0
124,125,Best rake I ever had. Seems durable. Its quite light weight which makes me feel that i'm gonna break the rake.,10.0
125,126,Children LOVE these bands and have made a lot of really cool different bracelet patterns using them. the tye dye bands make each creation unique because they are not a uniform color.,7.0
126,127,"The color of the bag is absolutely amazing! The inside of the bag(lining) had a very strange smell, it was almost fishy. I was very disappointed and was ready to send it back. I turned the bag inside out for a night and the smell has disappeared.",11.0
127,128,"I am a middle aged woman, I've tried multiple types of weight loss with no success at all, and I've tried Yoga, swimming and high intensive training sessions, I pretty much had given up and then I found this amazing diet pill, and I can say that the green coffee bean extract with raspberry ketones honestly cut down all these multiple work outs that cost me so much extra in fees, and now I can proudly say I've dropped 15lb.s",2.0
128,129,This thing makes veggies into some real cool shapes. We really enjoy it because there are a lot of hard to peel veggies in our fridge and they are a pain. Not with this tool anymore.,11.0
